Q1,Q2,MRK_Age,Age_groups,Q3,Q3r5oe,Q4,State,Region,States_Division,Q5a,QS5br1,QS5br2,QS5br3,QS5br4,QS5br5,QS5br6,QS5br6oe,Q5_a__1,Q5_b__1,Q5_c__1,Q5_d__1,Q6,Vir_Q7r1,Vir_Q7r2,Vir_Q7r3,Vir_Q7r4,Vir_Q7r5,Vir_Q7r6,Vir_Q7r7,Vir_Q7r8,Vir_Q7r9,Vir_Q7r10,Vir_Q7r11,Vir_Q7r12,Vir_Q7r13,Vir_Q7r14,Vir_Q7r15,Vir_Q7r16,Vir_Q7r17,Vir_Q7r18,Vir_Q7r19,D1,D2,D3,D5,QD6,happiness,anxiety
English,31,25-34,<45,Woman,,30135,Georgia,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,8,9,5,6,my kids are what makes me happy and getting to spend time with them,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,"Up to $24,999",Completed high school,I am a stay-at-home mom/dad,Married,4,5,6
English,27,25-34,<45,Man,,55337,Minnesota,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,5,4,4,10 - completely,Being able to relax,Selected,Selected,Selected,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,Selected,Other,Other,"$50,000 - $74,999",Graduate degree,I work full time,"Single, never been married",None,4,10
English,65,65+,45+,Woman,,64746,Missouri,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,5,6,6,5,my grand daughter,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,"Up to $24,999",Completed high school,I am retired,Separate or divorced,None,6,5
English,66,65+,45+,Woman,,24012,Virginia,South,South Atlantic,No,Other,Other,Other,Other,Other,Selected,American,8,9,10 - completely,0 - not at all,"My life makes me happy, the Good Lord wakes me up and watches over me.",Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,"Up to $24,999",Trade/technical school,I am retired,Widowed,None,10,0
English,62,55-64,45+,Woman,,74801,Oklahoma,South,West South Central,No,Selected,Other,Other,Other,Other,Other,,2,3,1,8,When I am able to give my daughter what she deserves-happiness and possessions,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,"Up to $24,999",Completed college,I am retired,Separate or divorced,None,1,8
English,73,65+,45+,Woman,,36535,Alabama,South,East South Central,No,Selected,Other,Other,Other,Other,Other,,10 - completely,10 - completely,9,9,"Is pending time with family, friends, and God, my church family",Selected,Selected,Other,Other,Selected,Selected,Selected,Other,Selected,Selected,Selected,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"$25,000 - $49,999",Completed high school,I am retired,Widowed,None,9,9
English,52,45-54,45+,Woman,,52240,Iowa,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,7,8,8,2,Just being alive knowing what I am able to do even with health issues,Other,Selected,Selected,Other,Other,Selected,Selected,Other,Other,Other,Other,Selected,Selected,Other,Other,Selected,Other,Other,Other,"Up to $24,999",Completed college,I am retired,"Single, never been married",None,8,2
English,76,65+,45+,Woman,,33324,Florida,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,8,8,8,7,"playing with my pets is what makes me the happiest, then being with friends I trust would be second.",Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Other,Other,Selected,Selected,Selected,Other,Other,Other,Other,Other,Other,"$25,000 - $49,999",Completed college,I am retired,Separate or divorced,None,8,7
English,58,55-64,45+,Woman,,38317,Tennessee,South,East South Central,No,Selected,Other,Other,Other,Other,Other,,10 - completely,10 - completely,10 - completely,0 - not at all,the simple things in life and family nature,Selected,Selected,Other,Other,Selected,Selected,Selected,Other,Other,Other,Other,Selected,Selected,Other,Other,Selected,Other,Other,Other,"$25,000 - $49,999",Trade/technical school,I am a stay-at-home mom/dad,Married,None,10,0
English,57,55-64,45+,Woman,,98008,Washington,West,Pacific,No,Selected,Other,Other,Other,Other,Other,,6,6,6,1,"Doing things with spouse, family or friends",Other,Selected,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,"$150,000 or greater",Some college,I work full time,Married,None,6,1
English,33,25-34,<45,Woman,,50158,Iowa,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,6,7,6,5,My children and husband.,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,"Up to $24,999",Completed high school,I am a stay-at-home mom/dad,Married,2,6,5
English,48,45-54,45+,Woman,,72650,Arkansas,South,West South Central,No,Selected,Other,Other,Other,Selected,Other,,6,7,7,3,"I'm happiest when I'm home, either alone or with a couple of family members and friends. No drams lifestyle and just a simplistic life, reading my favorite novel and my little dog beside me.",Selected,Selected,Selected,Selected,Other,Selected,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"Up to $24,999",Completed college,I am retired,"Single, never been married",None,7,3
English,55,55-64,45+,Woman,,12601,New York,Northeast,Middle Atlantic,No,Selected,Other,Other,Other,Other,Other,,3,5,3,8,"My children , sometimes, and my pets make me happy",Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,"$100,000 - $149,999",Completed high school,I work full time,Separate or divorced,None,3,8
English,64,55-64,45+,Man,,49444,Michigan,Midwest,East North Central,No,Other,Selected,Other,Other,Other,Other,,8,8,10 - completely,0 - not at all,Being able to to provide for my family,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,"$50,000 - $74,999",Some college,I am retired,"Single, never been married",None,10,0
English,31,25-34,<45,Man,,94538,California,West,Pacific,No,Other,Other,Selected,Other,Other,Other,,8,8,8,8,Being able to hang out with my loved ones,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Selected,Other,Selected,Other,"$100,000 - $149,999",Completed college,I work full time,"Single, never been married",None,8,8
English,65,65+,45+,Woman,,6085,Connecticut,Northeast,New England,No,Selected,Other,Other,Other,Other,Other,,5,5,4,2,Being with family and friends; traveling; gardening,Selected,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,"$150,000 or greater",Graduate degree,I work part time,Married,None,4,2
English,39,35-44,<45,Woman,,44305,Ohio,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,7,7,9,3,My family and friends make me happy,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Other,Other,Selected,Selected,Selected,Other,Other,"$25,000 - $49,999",Completed high school,I work part time,Married,3,9,3
English,50,45-54,45+,Woman,,18704,Pennsylvania,Northeast,Middle Atlantic,No,Selected,Other,Other,Other,Other,Other,,7,6,5,8,"My husband, my kids and my two grandbabys.",Selected,Selected,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,"$50,000 - $74,999",Completed high school,I am a stay-at-home mom/dad,Married,None,5,8
English,55,55-64,45+,Man,,29301,South Carolina,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,7,8,7,8,Just doing a good job being around loved ones watching sports stuff like that,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Other,Other,Other,Other,Other,Other,Other,"$25,000 - $49,999",Completed college,I work full time,"Single, never been married",None,7,8
English,70,65+,45+,Man,,76078,Texas,South,West South Central,No,Selected,Other,Other,Other,Other,Other,,4,6,4,5,Making lots of money and my faith,Selected,Selected,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Selected,Selected,Other,Other,Other,Other,Other,"$25,000 - $49,999",Graduate degree,I work full time,Separate or divorced,None,4,5
English,71,65+,45+,Woman,,48374,Michigan,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,8,10 - completely,8,7,Being my family.  Having a fulfilling career.,Other,Selected,Selected,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,Other,Other,Other,"$100,000 - $149,999",Completed college,I work part time,Married,None,8,7
English,67,65+,45+,Man,,33024,Florida,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,7,10 - completely,8,2,"first of all things, my family makes me happy. After that it is enjoying creative things like music and art. Just relaxing makes me happy too.",Selected,Selected,Selected,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,"$50,000 - $74,999",Completed college,I am retired,Married,None,8,2
English,63,55-64,45+,Woman,,8854,New Jersey,Northeast,Middle Atlantic,No,Selected,Other,Other,Other,Other,Other,,9,9,7,0 - not at all,Working outside and taking care of garden and plants.,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Selected,Other,Other,Other,Other,Other,Other,"$75,000 - $99,999",Completed college,I work part time,Married,None,7,0
English,74,65+,45+,Woman,,28210,North Carolina,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,9,9,10 - completely,0 - not at all,playing with my dogs makes me happy.  they bring much joy to my life.,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,"$25,000 - $49,999",Some college,I am unemployed,Married,None,10,0
English,40,35-44,<45,Woman,,76013,Texas,South,West South Central,No,Selected,Other,Other,Other,Other,Other,,9,8,6,7,Watching tv and being alone at home relaxing,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,"$50,000 - $74,999",Completed college,I work full time,Married,1,6,7
English,69,65+,45+,Man,,12118,New York,Northeast,Middle Atlantic,No,Selected,Other,Other,Other,Other,Other,,6,6,6,7,Just for thing to go good for just one day.,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Selected,Other,Other,Selected,Other,Selected,Other,"$75,000 - $99,999",Completed high school,I am retired,Married,None,6,7
English,37,35-44,<45,Man,,55811,Minnesota,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,9,9,8,1,being with my family,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Selected,Other,Other,Other,Other,Selected,Other,"$75,000 - $99,999",Completed college,I work full time,"Single, never been married",None,8,1
English,67,65+,45+,Woman,,2138,Massachusetts,Northeast,New England,No,Selected,Other,Other,Other,Other,Other,,5,5,7,4,feeling good on a sunny day,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,"$25,000 - $49,999",Some college,I work part time,"Single, never been married",None,7,4
English,57,55-64,45+,Woman,,34952,Florida,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,4,6,5,5,Having all my family around me,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,"$50,000 - $74,999",Some college,I work part time,Married,None,5,5
English,38,35-44,<45,Woman,,4976,Maine,Northeast,New England,No,Selected,Other,Other,Other,Other,Other,,7,8,8,5,"God, My family, and good food",Other,Other,Other,Other,Selected,Selected,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,Selected,Other,"$50,000 - $74,999",Completed college,I work part time,Married,3,8,5
English,19,18-24,<45,Woman,,79938,Texas,South,West South Central,No,Selected,Other,Other,Other,Other,Other,,6,5,5,6,Going on adventures and spending time with family.,Selected,Other,Selected,Other,Other,Selected,Selected,Other,Other,Selected,Other,Selected,Other,Other,Selected,Other,Other,Selected,Other,"Up to $24,999",Completed high school,I am unemployed,"Single, never been married",None,5,6
English,85,65+,45+,Woman,,48427,Michigan,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,8,8,7,2,my grandkids and my great grandkids,Selected,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,"Up to $24,999",Completed high school,I am retired,Separate or divorced,None,7,2
English,62,55-64,45+,Man,,29662,South Carolina,South,South Atlantic,No,Other,Other,Selected,Other,Other,Other,,7,7,7,5,NBA  GS  Warriors  Win,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,"Up to $24,999",Completed high school,I am retired,"Single, never been married",None,7,5
English,55,55-64,45+,Woman,,75041,Texas,South,West South Central,No,Selected,Other,Other,Other,Other,Other,,8,10 - completely,9,0 - not at all,God and my family and friends,Selected,Selected,Other,Selected,Selected,Selected,Selected,Selected,Other,Other,Other,Selected,Selected,Other,Other,Selected,Other,Other,Other,"$50,000 - $74,999",Some college,I work full time,Married,None,9,0
English,67,65+,45+,Man,,91941,California,West,Pacific,No,Selected,Other,Other,Other,Other,Other,,7,7,7,3,Spending time with my family,Selected,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,"$50,000 - $74,999",Some college,I am retired,Widowed,None,7,3
English,73,65+,45+,Woman,,60646,Illinois,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,8,8,7,8,"my grandkids - they are young, but very kind & funny",Selected,Selected,Other,Other,Selected,Other,Other,Other,Selected,Selected,Other,Selected,Selected,Other,Other,Other,Other,Other,Other,"$150,000 or greater",Completed college,I am retired,Married,None,7,8
English,72,65+,45+,Man,,33897,Florida,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,9,9,10 - completely,1,Peace and quiet. I enjoy my neighborhood. I enjoy talking to my neighbors. I like the fact that I can spend a lot of time at home.,Selected,Other,Selected,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,Other,Other,Other,"Up to $24,999",Completed college,I am retired,Separate or divorced,None,10,1
English,70,65+,45+,Woman,,20902,Maryland,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,6,8,7,8,Having nice conversation with friends &/or spouse. Respect and consideration from spouse with help around the house.,Selected,Selected,Other,Other,Other,Selected,Selected,Other,Selected,Selected,Other,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"$100,000 - $149,999",Completed college,I work full time,Married,None,7,8
English,65,65+,45+,Man,,97524,Oregon,West,Pacific,No,Selected,Other,Other,Other,Other,Other,,0 - not at all,0 - not at all,1,10 - completely,Nothing makes me happy anymore.  Life stinks.,Other,Selected,Other,Selected,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,"Up to $24,999",Some college,I am retired,Separate or divorced,None,1,10
English,34,25-34,<45,Man,,91601,California,West,Pacific,No,Other,Other,Selected,Other,Other,Other,,6,6,5,3,"Being able to do what I want always makes me happy, especially when I feel like I get rewarded. Even simple things like hanging out with friends and having fruitful conversations make me happy.",Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,"$25,000 - $49,999",Completed college,I am unemployed,"Single, never been married",None,5,3
English,65,65+,45+,Man,,70535,Louisiana,South,West South Central,No,Selected,Selected,Other,Other,Other,Other,,4,10 - completely,6,3,"No stress or problems hanging over my head. Online shopping or going on shopping trips to my favorite stores and visiting my favorite restaurants. Travelling, reading, gardening and sex all make me happy.",Other,Other,Selected,Other,Other,Selected,Other,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,Other,Other,Other,"Up to $24,999",Some college,I work part time,"Single, never been married",None,6,3
